player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jeremiah Warren,175960,DI,ILLINOIS,10,3,0,187,0,,,4.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,24,0,0,0,0,0,0,0.0,,0,0,,,10.0,,,0,0,,61.7,0,,0.0,0,0,0.0,0,2,66.7,20,1,1,0,0,0,0,0.0,
Pat Farrell,175961,DI,ILLINOIS,13,2,0,187,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,44,0,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,57,1,0,0,0,0,0,0.0,
Mac Resetich,175962,S,ILLINOIS,12,125,0,187,1,3.0,0.0,98.4,,28.5,0,0,0.0,56.4,0,,42.9,3,0,39.6,0,61,48.8,62,0,3,2,0,0,0,0.0,,0,0,5.8,80.0,100.0,13.3,10.6,0,0,0.0,53.1,0,11,42.9,3,0,96.7,4,55,44.0,55,0,4,5,0,36,9,0.7,9.0
Jaheim Clarke,175969,CB,ILLINOIS,9,323,0,187,0,13.0,40.0,97.8,8.8,3.5,0,6,24.0,54.7,0,18,14.3,1,2,64.3,10,91,28.2,93,0,6,25,1,93,12,1.1,9.3,0,5,8.8,65.2,100.0,12.2,8.0,0,3,13.0,60.2,0,17,17.6,3,2,99.4,15,190,58.8,190,2,9,23,1,157,100,0.9,10.5
Saboor Karriem,175970,S,ILLINOIS,8,103,0,187,1,,,81.5,,,0,0,,66.1,0,,0.0,0,0,0.0,0,22,21.4,27,0,0,0,0,0,0,0.0,,0,2,4.0,100.0,95.2,19.3,19.3,0,0,0.0,72.9,0,8,0.0,0,0,95.8,3,59,57.3,62,1,6,3,0,21,9,0.4,7.0
Alex Bray,175973,ED,KANSAS,12,16,0,198,0,,,8.7,,,0,0,,60.7,0,,,0,0,0.0,0,4,25.0,46,0,0,0,0,0,0,0.0,,0,0,,,8.8,,,0,0,,50.1,0,,,0,0,0.0,0,6,37.5,68,0,0,0,0,0,0,0.0,
Anthony Chung,175989,S,INDIANA,5,20,0,190,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,6.0,75.0,85.7,6.0,4.5,0,3,75.0,91.9,0,6,0.0,0,3,77.1,3,18,90.0,21,1,2,4,0,11,8,0.6,3.7
Jordan Shaw,175991,CB,TEXAS A&M,11,121,0,312,0,19.5,33.3,89.7,12.5,4.2,0,0,0.0,71.3,0,11,33.3,1,0,83.3,2,26,21.5,29,0,2,6,1,20,18,0.8,10.0,0,3,4.8,75.0,90.6,8.8,6.6,0,1,12.5,65.1,0,15,22.2,2,0,78.6,6,58,47.9,64,3,4,8,0,27,15,0.5,4.5
Kelvon McBride,176007,LB,NC STATE,2,2,0,248,0,,,0.0,,,0,0,,66.6,0,,0.0,0,0,0.0,0,0,0.0,6,1,1,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,10,0,0,0,0,0,0,0.0,
Michael Tate,176008,CB,NC STATE,3,13,0,248,0,1.5,100.0,100.0,2.5,2.5,0,0,0.0,42.1,0,11,100.0,1,0,112.5,2,5,38.5,5,0,0,2,0,22,19,4.4,11.0,0,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,6,46.2,6,0,0,0,0,0,0,0.0,
Daemon Fagan,176009,CB,NC STATE,1,3,0,248,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,71.1,0,2,0.0,0,0,79.2,1,2,66.7,2,1,1,1,0,2,3,1.0,2.0
Bishop Fitzgerald,176010,S,USC,10,290,0,326,1,3.0,64.3,99.1,11.6,7.4,0,2,14.3,84.9,1,32,21.4,3,2,86.0,9,113,39.0,114,5,10,14,2,69,46,0.7,7.7,0,1,11.0,77.8,95.5,20.0,15.6,0,1,11.1,89.4,4,24,9.1,1,1,104.4,7,147,50.7,154,2,9,9,1,87,25,0.6,12.4
Berry Buxton III,176038,S,SYRACUSE,11,139,0,304,1,7.0,66.7,88.0,19.0,12.7,0,0,0.0,64.7,0,5,0.0,0,0,70.1,2,44,31.7,50,0,3,3,0,7,6,0.2,3.5,0,3,-2.0,100.0,95.1,37.5,37.5,0,0,0.0,60.4,0,16,16.7,1,0,118.8,2,78,56.1,82,0,2,2,0,26,30,0.3,13.0
Zyian Moultrie-Goddard,176040,LB,SYRACUSE,5,25,0,304,0,2.0,100.0,75.0,6.0,6.0,0,0,0.0,45.6,0,13,0.0,0,0,158.3,1,6,24.0,8,0,1,1,1,13,11,2.2,13.0,0,0,14.7,33.3,82.6,19.0,6.3,0,0,0.0,59.6,0,23,0.0,0,0,61.8,1,19,76.0,23,1,2,3,0,23,2,1.2,23.0
Chris Marable Jr.,176052,DI,BOSTON COL,12,1,0,121,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,78,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,118,0,1,0,0,0,0,,
William Tackie Jr.,176055,S,WAKE,3,20,0,339,0,4.0,100.0,100.0,4.0,4.0,0,0,0.0,54.2,0,4,0.0,0,0,83.3,1,4,20.0,4,0,1,1,0,4,0,1.0,4.0,0,0,,,100.0,,,0,0,,65.2,0,,,0,0,0.0,0,11,55.0,11,0,0,0,0,0,0,0.0,
Kerrington Lee,176058,ED,WAKE,3,2,0,339,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,3,0,0,0,0,0,0,0.0,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,7,0,0,0,0,0,0,0.0,
Aiden Hall,176060,LB,WAKE,13,310,0,339,0,-1.5,75.0,68.3,12.0,9.0,0,0,0.0,65.3,0,9,0.0,0,0,77.1,3,41,13.2,60,1,1,4,0,12,18,0.3,4.0,0,4,5.7,73.1,90.6,11.6,8.5,0,0,0.0,50.6,0,20,13.0,3,0,91.8,19,231,74.5,255,7,16,26,0,180,92,0.8,9.5
Davaughn Patterson,176061,S,WAKE,13,447,0,339,0,13.0,66.7,98.8,9.3,6.2,0,1,8.3,50.1,0,30,0.0,0,1,137.5,8,81,18.1,82,1,4,12,2,116,39,1.6,14.5,0,3,1.9,73.5,91.5,8.3,6.1,0,3,6.1,76.6,0,37,14.3,5,2,88.4,36,311,69.6,340,9,27,49,0,295,279,1.0,8.2
Rushaun Tongue,176062,S,WAKE,2,47,0,339,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,12,25.5,12,0,0,0,0,0,0,0.0,,0,1,-2.0,0.0,100.0,,28.0,0,1,100.0,64.3,0,,0.0,0,1,39.6,0,30,63.8,30,0,1,1,0,0,0,0.0,
Travon West,176063,CB,WAKE,13,186,0,339,0,3.7,83.3,100.0,8.0,6.7,0,0,0.0,54.8,0,11,40.0,2,0,128.5,5,42,22.6,42,2,3,6,1,32,15,0.8,6.4,0,3,14.1,52.9,100.0,12.9,6.8,0,1,5.9,65.2,0,51,0.0,0,1,82.0,9,122,65.6,122,2,9,17,0,146,22,1.3,16.2
Derek Fields,176099,S,BALL ST,11,223,0,117,0,11.8,66.7,97.2,8.8,5.8,0,0,0.0,55.7,0,33,0.0,0,0,93.1,4,35,15.7,36,2,3,6,0,51,26,1.5,12.8,0,0,14.9,66.7,99.4,10.6,7.1,0,2,9.5,51.8,0,52,11.1,2,2,106.8,14,156,70.0,157,6,16,21,0,248,105,1.7,17.7
Mohammed Hazime,176106,ED,KENT STATE,7,1,0,201,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Dylan Hohler,176110,S,TOLEDO,7,47,0,316,1,,,100.0,,,0,0,,72.3,0,,0.0,0,0,0.0,0,7,14.9,7,0,0,0,0,0,0,0.0,,0,0,6.8,60.0,100.0,10.3,6.2,0,0,0.0,50.8,0,17,66.7,2,0,110.8,3,33,70.2,33,0,1,5,1,23,10,0.7,7.7
Khari Johnson,176113,LB,C MICHIGAN,1,3,0,134,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,100.0,100.0,3.0,3.0,0,0,0.0,44.2,0,15,,0,0,118.8,1,3,100.0,3,0,0,1,0,15,11,5.0,15.0
Joey Pope,176126,S,W MICHIGAN,13,266,0,347,0,7.5,0.0,94.5,,23.5,0,0,0.0,72.0,3,,100.0,1,0,0.0,0,52,19.5,55,0,0,2,0,0,0,0.0,,0,5,10.8,69.2,98.1,16.0,11.1,0,1,7.7,62.7,0,28,14.3,3,1,92.1,9,151,56.8,154,4,13,13,0,101,32,0.7,11.2
Jayden Davis,176145,S,GA SOUTHRN,1,21,0,174,0,3.0,100.0,100.0,7.0,7.0,0,0,0.0,57.3,0,17,0.0,0,0,118.8,1,7,33.3,7,0,2,1,0,17,14,2.4,17.0,0,1,,,91.7,,,0,0,,66.2,0,,0.0,0,0,0.0,0,11,52.4,12,0,0,0,0,0,0,0.0,
Tausili Akana,176171,ED,BYU,14,49,0,128,0,,,22.6,,,0,0,,62.0,0,,100.0,1,0,0.0,0,7,14.3,31,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,37.0,11.3,11.3,0,0,0.0,60.5,0,16,25.0,1,0,102.8,3,34,69.4,92,3,3,3,0,26,14,0.8,8.7
S'Maje Burrell,176174,LB,N TEXAS,6,28,0,251,0,,,50.0,,,0,0,,50.6,0,,,0,0,0.0,0,7,25.0,14,0,0,0,0,0,0,0.0,,0,0,13.5,100.0,77.3,8.5,8.5,1,0,0.0,29.2,0,15,50.0,1,0,118.8,2,17,60.7,22,1,1,2,0,28,1,1.6,14.0
Jelani McDonald,176180,S,TEXAS,13,434,0,311,1,9.5,45.5,100.0,21.8,9.9,0,1,9.1,60.7,0,30,0.0,0,0,89.6,5,114,26.3,114,2,10,11,1,51,37,0.5,10.2,0,6,5.8,56.0,99.0,20.6,11.5,2,3,12.0,75.8,2,33,6.3,2,2,38.1,14,298,68.7,301,4,24,25,0,136,96,0.5,9.7
Warren Roberson,176184,CB,TEXAS,11,122,0,311,0,11.3,66.7,95.8,11.0,7.3,0,0,0.0,60.0,0,8,0.0,0,0,77.1,2,23,18.9,24,1,1,3,0,14,11,0.6,7.0,0,1,10.2,40.0,100.0,22.3,8.9,0,1,10.0,84.1,0,12,8.3,1,1,47.9,4,95,77.9,95,5,10,10,0,25,15,0.3,6.3
Brady Sarkisian,176185,LB,TEXAS,1,8,0,311,0,,,100.0,,,0,0,,41.5,0,,,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,25.0,3,0,0,0,0,0,0,0.0,
Billy Walton III,176188,ED,SMU,8,5,0,287,0,,,15.4,,,0,0,,60.3,0,,,0,0,0.0,0,2,40.0,13,0,0,0,0,0,0,0.0,,0,0,4.0,0.0,8.3,,3.0,0,0,0.0,61.5,0,,,0,0,39.6,0,3,60.0,36,2,0,1,0,0,0,0.0,
Derek Williams Jr.,176189,S,TEXAS,10,134,0,311,1,6.8,100.0,100.0,6.3,6.3,0,0,0.0,48.8,0,21,33.3,2,0,158.3,4,28,20.9,28,0,3,4,1,53,28,2.1,13.3,0,6,11.6,75.0,100.0,15.7,11.8,0,1,12.5,62.9,0,23,6.7,1,1,108.3,6,99,73.9,99,0,8,8,0,84,48,0.9,14.0
Traylon Ray,176206,CB,OLE MISS,2,8,0,226,0,23.0,0.0,100.0,,2.0,0,0,0.0,60.8,0,,,0,0,39.6,0,2,25.0,2,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,51.3,0,,0.0,0,0,0.0,0,6,75.0,6,0,2,0,0,0,0,0.0,
DJ Waller Jr.,176213,CB,KENTUCKY,2,18,0,202,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.6,1,0,0,0,0,0,0,0.0,,0,0,11.3,66.7,100.0,6.5,4.3,0,0,0.0,47.2,0,13,0.0,0,0,85.4,2,14,77.8,14,1,1,3,0,20,4,1.5,10.0
Franklyn Johnson Jr.,176214,CB,BOISE ST,10,49,0,120,0,8.5,50.0,100.0,8.5,4.3,0,0,0.0,56.3,0,12,100.0,1,0,64.6,2,19,38.8,19,0,0,4,0,20,5,1.2,10.0,0,0,6.5,50.0,100.0,20.0,10.0,0,0,0.0,68.8,0,12,0.0,0,0,68.8,1,21,42.9,21,1,2,2,0,12,4,0.6,12.0
Semaj Bridgeman,176215,LB,MICH STATE,8,16,0,223,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.3,1,0,0,0,0,0,0,0.0,,0,0,1.0,50.0,100.0,10.0,5.0,0,0,0.0,64.3,0,3,,0,0,56.3,1,11,68.8,11,0,0,2,0,3,0,0.3,3.0
Breeon Ishmail,176217,ED,PURDUE,12,8,0,273,0,,,8.7,,,0,0,,55.6,0,,66.7,2,0,0.0,0,4,50.0,46,0,1,0,0,0,0,0.0,,0,0,,,4.0,,,0,0,,79.4,0,,50.0,2,0,0.0,0,4,50.0,100,3,2,0,0,0,0,0.0,
Jason Hewlett Jr.,176218,LB,BOSTON COL,5,37,0,121,0,-4.5,100.0,65.2,7.0,7.0,0,0,0.0,72.0,0,6,0.0,0,0,79.2,2,15,40.5,23,1,3,2,0,6,15,0.4,3.0,0,0,5.3,100.0,100.0,4.3,4.3,0,0,0.0,40.7,0,22,0.0,0,0,118.8,3,16,43.2,16,0,3,3,0,48,32,3.7,16.0
Ty Benefield,176221,S,BOISE ST,14,438,0,120,2,8.1,62.5,99.0,16.9,10.6,1,1,6.3,61.9,0,22,17.6,3,1,96.4,10,190,43.4,192,2,12,16,1,82,26,0.5,8.2,0,6,13.3,69.2,97.1,21.8,15.1,0,1,7.7,63.3,2,78,12.1,4,1,103.4,9,202,46.1,208,7,23,13,2,136,52,0.7,15.1
Kam Cheatom,176225,ED,AKRON,5,2,0,102,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.8,0,,,0,0,0.0,0,2,100.0,18,0,0,0,0,0,0,0.0,
Nick Hawthorne,176229,LB,UMASS,2,8,0,216,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,25.0,2,0,0,0,0,0,0,0.0,,0,1,-1.0,100.0,100.0,4.0,4.0,0,0,0.0,65.0,0,6,0.0,0,0,91.7,1,5,62.5,5,0,0,1,0,6,7,1.5,6.0
Cedrick Hawkins Jr.,176233,S,USF,9,91,0,327,0,13.0,100.0,100.0,20.0,20.0,0,0,0.0,61.5,0,19,50.0,1,0,158.3,1,21,23.1,21,0,1,1,1,19,6,1.0,19.0,0,1,0.4,60.0,100.0,22.3,13.4,0,1,20.0,68.5,0,12,33.3,3,1,74.6,3,68,74.7,68,0,5,5,0,27,35,0.4,9.0
Catrell White,176234,CB,AKRON,1,5,0,102,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,1.5,100.0,100.0,2.0,2.0,0,0,0.0,73.3,0,8,0.0,0,0,81.3,2,4,80.0,4,1,2,2,0,7,4,1.8,3.5
Rashad Henry,176242,LB,UMASS,12,123,0,216,0,0.0,66.7,80.0,8.5,5.7,0,0,0.0,50.7,0,9,,0,0,115.3,2,20,16.3,25,0,0,3,1,13,12,0.8,6.5,0,0,2.4,84.6,96.9,8.1,6.8,0,0,0.0,64.7,0,20,30.8,4,0,91.3,11,94,76.4,97,5,9,13,0,77,54,0.9,7.0
Gage Summers,176244,LB,AKRON,10,220,0,102,0,3.0,100.0,69.8,13.5,13.5,0,0,0.0,64.6,0,7,33.3,1,0,133.3,2,30,13.6,43,2,2,2,1,13,7,0.5,6.5,0,0,4.7,90.9,83.8,14.4,13.1,0,0,0.0,72.6,2,33,0.0,0,0,63.4,10,150,68.2,179,7,8,11,0,96,56,0.7,9.6
Cole Miller,176251,S,BOISE ST,5,27,0,120,0,,,100.0,,,0,0,,43.9,0,,100.0,1,0,0.0,0,12,44.4,12,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,100.0,11.0,11.0,0,0,0.0,57.7,0,15,0.0,0,0,118.8,1,11,40.7,11,0,1,1,0,15,12,1.4,15.0
Micah Davis,176258,S,W MICHIGAN,14,303,0,347,0,11.4,80.0,96.3,17.8,14.2,1,0,0.0,59.5,0,18,28.6,2,0,140.4,4,79,26.1,82,1,5,5,2,41,1,0.6,10.3,0,3,14.7,44.4,97.2,40.5,18.0,0,0,0.0,63.5,0,14,11.1,2,0,61.3,4,172,56.8,177,2,13,9,0,48,4,0.3,12.0
Nigel Glover,176259,LB,NWESTERN,2,6,0,256,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,2.5,100.0,100.0,1.5,1.5,0,0,0.0,72.1,0,5,0.0,0,0,85.4,2,4,66.7,4,1,1,2,0,9,4,3.0,4.5
Boen Phelps,176265,LB,BOISE ST,14,231,0,120,1,-0.9,57.1,61.5,20.0,11.4,0,0,0.0,90.0,1,10,11.1,1,0,22.6,4,91,39.4,148,3,7,7,0,11,18,0.1,2.8,0,1,1.7,80.0,77.0,13.8,11.0,0,0,0.0,64.2,0,40,35.3,6,0,103.3,8,114,49.4,148,7,10,10,0,88,73,0.8,11.0
Melvin Spriggs,176271,LB,AKRON,12,158,0,102,1,2.0,100.0,83.8,28.0,28.0,0,0,0.0,61.8,0,7,0.0,0,0,95.8,1,31,19.6,37,1,1,1,0,7,5,0.3,7.0,0,2,3.1,55.6,86.2,19.4,10.8,0,1,11.1,65.7,0,9,22.2,2,1,60.9,5,100,63.3,116,3,5,9,0,17,27,0.2,3.4
Austin Wondolowski,176272,S,AKRON,2,1,0,102,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jace Henry,176275,CB,BOWL GREEN,1,1,0,122,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Hayden Moore,176276,ED,WASHINGTON,5,5,0,340,0,,,30.0,,,0,0,,60.5,0,,100.0,1,0,0.0,0,3,60.0,10,0,0,0,0,0,0,0.0,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,5,0,0,0,0,0,0,0.0,
Brandyn Hillman,176277,S,MICHIGAN,12,288,0,222,0,3.8,60.0,82.1,17.0,10.2,0,0,0.0,58.4,0,6,25.0,1,0,104.2,3,55,19.1,67,0,3,5,2,10,5,0.2,3.3,0,3,11.0,62.5,98.7,30.2,18.9,0,2,25.0,79.4,1,26,26.7,4,2,87.5,5,153,53.1,155,2,8,8,1,64,17,0.4,12.8
Chase Martin,176285,LB,BOISE ST,1,4,0,120,0,,,66.7,,,0,0,,60.3,0,,,0,0,0.0,0,2,50.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,
Aymeric Koumba,176303,ED,UCF,4,1,0,323,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Cameron Brandt,176306,ED,MICHIGAN,13,28,0,222,1,,,25.9,,,0,0,,63.7,0,,0.0,0,0,0.0,0,14,50.0,54,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,9.0,12.0,12.0,0,0,0.0,57.3,0,12,25.0,1,0,116.7,1,12,42.9,134,1,2,1,0,12,7,1.0,12.0
Demanuel Brown,176311,ED,NEW MEX ST,7,2,0,242,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,6,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,
Michael Madrie,176325,DI,BOISE ST,14,1,0,120,1,,,0.0,,,0,0,,60.1,0,,50.0,1,0,0.0,0,0,0.0,83,0,0,0,0,0,0,,,0,0,,,1.4,,,0,0,,59.3,0,,50.0,1,0,0.0,0,1,100.0,71,1,1,0,0,0,0,0.0,
Troy Bowles,176329,LB,MICHIGAN,12,94,0,222,0,,,72.4,,,0,0,,65.1,0,,,0,0,0.0,0,21,22.3,29,1,0,0,0,0,0,0.0,,0,2,2.9,87.5,76.2,6.7,5.9,0,0,0.0,63.6,0,9,11.1,1,0,83.3,7,48,51.1,63,2,6,8,0,32,24,0.7,4.6
Kyron Jones,176331,S,GEORGIA,6,113,0,173,1,7.0,33.3,100.0,41.0,13.7,0,1,33.3,60.8,0,9,25.0,1,0,42.4,1,42,37.2,42,1,2,3,0,9,3,0.2,9.0,0,1,2.0,100.0,98.5,30.0,30.0,0,0,0.0,60.7,0,17,11.1,1,0,118.8,2,64,56.6,65,0,7,2,0,27,23,0.5,13.5
Mason Clinton,176342,DI,SO MISS,12,1,0,296,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,0,,,1.4,,,0,0,,72.9,0,,0.0,0,0,0.0,0,1,100.0,71,2,2,0,0,0,0,0.0,
Kody Jackson,176350,S,LA LAFAYET,7,114,0,207,0,,,79.1,,,0,0,,73.6,1,,0.0,0,0,0.0,0,34,29.8,43,0,1,0,0,0,0,0.0,,0,1,5.5,50.0,89.4,36.0,18.0,0,0,0.0,67.5,0,4,28.6,2,0,56.3,2,76,66.7,85,1,4,4,0,0,6,0.0,0.0
Lester Jones,176353,ED,LA LAFAYET,4,3,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,-1.0,100.0,21.4,1.5,1.5,0,0,0.0,49.9,0,6,50.0,1,0,81.3,2,3,100.0,14,0,1,2,0,7,9,2.3,3.5
Lance Williams,176366,ED,LA LAFAYET,13,3,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,2,,,2.6,,,0,0,,58.1,0,,40.0,2,0,0.0,0,2,66.7,76,0,1,0,0,0,0,0.0,
Ahmere Foster,176372,S,SO MISS,13,433,0,296,0,10.3,50.0,96.5,39.0,19.5,0,1,25.0,79.9,1,5,0.0,0,1,56.3,2,83,19.2,86,3,4,4,1,8,2,0.1,4.0,0,3,9.7,66.7,99.3,33.6,22.4,1,1,8.3,73.1,2,39,21.4,3,1,96.5,8,278,64.2,280,2,8,12,1,146,66,0.5,18.3
Ian Foster,176373,S,SO MISS,13,413,0,296,1,13.5,58.3,94.5,11.9,6.9,0,3,25.0,76.7,1,25,0.0,0,2,38.2,7,86,20.8,91,3,7,12,0,64,21,0.8,9.1,0,3,2.1,78.9,93.3,8.4,6.7,0,4,10.5,79.8,1,59,24.2,8,4,94.3,30,263,63.7,282,10,22,38,1,272,252,1.1,9.1
Mathis Haygood,176375,LB,SO MISS,13,154,0,296,0,5.0,50.0,83.3,26.0,13.0,0,0,0.0,51.0,0,15,0.0,0,0,75.0,1,30,19.5,36,1,1,2,0,15,9,0.6,15.0,0,2,5.0,66.7,88.4,12.0,8.0,0,0,0.0,35.8,0,21,0.0,0,0,92.0,8,99,64.3,112,2,5,12,0,99,59,1.0,12.4
TaShawn Jeter,176377,CB,MARSHALL,11,175,0,214,0,21.8,41.7,98.3,11.0,4.6,0,3,25.0,59.7,0,47,0.0,0,0,113.5,5,59,33.7,60,0,2,12,3,107,10,1.9,21.4,0,1,8.1,63.6,100.0,10.9,6.9,0,0,0.0,64.6,0,29,60.0,3,0,83.9,7,79,45.1,79,1,1,11,0,76,54,1.0,10.9
Isaiah Chisom,176394,LB,UCLA,12,208,0,324,1,3.7,100.0,87.8,21.7,21.7,0,1,33.3,65.9,0,20,25.0,1,1,152.1,3,72,34.6,82,0,2,3,1,33,27,0.5,11.0,0,4,7.1,100.0,87.5,7.2,7.2,0,0,0.0,59.8,0,21,11.8,2,0,151.0,15,112,53.8,128,5,11,15,2,161,55,1.5,10.7
Harlem Howard,176400,S,OREGON ST,4,30,0,265,0,,,90.9,,,0,0,,64.0,0,,,0,0,0.0,0,10,33.3,11,0,0,0,0,0,0,0.0,,0,0,13.0,100.0,100.0,8.5,8.5,0,0,0.0,58.7,1,49,16.7,1,0,118.8,2,17,56.7,17,1,5,2,1,50,24,2.9,25.0
Andre Jordan Jr.,176403,CB,UCLA,12,295,0,324,3,9.9,56.0,100.0,8.2,4.6,0,4,16.0,67.9,0,21,0.0,0,2,110.5,14,123,41.7,123,2,5,25,4,133,19,1.2,9.5,0,0,13.4,50.0,99.3,18.7,9.4,0,4,28.6,71.5,0,36,40.0,2,4,72.3,7,135,45.8,136,1,3,14,0,96,27,0.7,13.7
Zakaih Saez,176407,ED,OREGON ST,9,25,0,265,1,,,25.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,7,28.0,28,0,0,0,0,0,0,0.0,,0,1,12.0,50.0,21.7,14.0,7.0,0,0,0.0,57.1,0,19,50.0,2,0,83.3,1,15,60.0,69,1,1,2,0,19,1,1.4,19.0
Tre'Mon Henry,176421,ED,S ALABAMA,11,9,0,288,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,63.0,0,,100.0,2,0,0.0,0,9,100.0,36,0,0,0,0,0,0,0.0,
T.J. Capers,176469,LB,LOUISVILLE,13,178,0,210,1,7.3,50.0,73.5,11.0,5.5,0,0,0.0,61.6,0,7,60.0,3,0,57.3,2,25,14.0,34,1,1,4,0,13,17,0.6,6.5,0,7,3.6,55.6,87.6,13.2,7.3,1,1,5.6,76.5,1,26,5.0,1,1,43.8,10,134,75.3,153,2,12,18,0,80,66,0.6,8.0
Titan Saxton,176471,S,UTAH ST,3,15,0,329,0,,,83.3,,,0,0,,63.0,0,,,0,0,0.0,0,5,33.3,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.5,0,,0.0,0,0,0.0,0,8,53.3,8,0,1,0,0,0,0,0.0,
