player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
John Miller,131744,LB,UTAH ST,13,0,0,329,72.2,8,23,184,36.3,15.2,28,1,12.8,8,535,194,39,0,78.9,4,7,73,58.9,20.5,15,15.8,6,129,76,17
Omari Porter,131778,CB,RICE,13,1,1,275,89.4,0,1,3,0.8,33.3,1,7,50.0,1,385,3,2,0,,0,0,0,0.0,,0,,0,110,0,0
Choe Bryant-Strother,131789,LB,BYU,1,0,0,128,80.7,0,0,1,10.0,100.0,1,0,100.0,1,10,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
JonJon Vaughns,131815,LB,UCLA,12,1,0,324,64.0,0,5,34,13.7,8.8,3,0,10.3,1,262,36,6,0,73.1,0,3,4,7.1,50.0,2,37.5,0,70,5,3
DJ Warnell,131817,LB,NEVADA,8,0,0,239,54.9,1,0,6,9.2,0.0,0,0,8.3,0,65,6,1,0,57.2,0,0,2,9.5,0.0,0,0.0,0,21,2,0
Kobe Pepe,131834,DI,USC,8,0,0,326,58.7,0,0,28,100.0,3.6,1,0,0.0,0,28,28,0,0,65.0,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Jamar Sekona,131836,DI,HAWAII,12,0,0,180,68.5,1,7,89,100.0,9.0,8,5,5.6,1,98,98,9,0,77.2,1,4,30,100.0,20.0,6,11.7,1,37,37,6
Sione Fotu,131853,LB,HOUSTON,13,0,0,182,53.3,1,7,65,22.8,6.2,4,1,6.2,0,303,69,8,0,51.2,1,3,31,32.0,6.5,2,6.5,0,103,33,4
Kamo'i Latu,131860,S,UCONN,4,0,0,146,57.1,0,0,4,5.2,0.0,0,1,0.0,0,77,4,0,0,57.9,0,0,2,5.9,0.0,0,0.0,0,34,2,0
Nate Ritchie,131875,S,UTAH,5,0,1,328,62.8,0,2,4,3.1,25.0,1,1,25.0,0,127,4,2,0,60.0,0,1,1,1.6,0.0,0,50.0,0,64,1,1
Aliki Vimahi,131883,DI,UTAH,12,2,0,328,54.8,0,9,287,100.0,2.4,7,3,2.3,2,305,305,11,0,55.1,0,5,111,100.0,4.5,5,2.3,0,118,118,5
Makell Esteen,131892,S,WASHINGTON,12,0,0,340,63.9,1,2,11,2.8,9.1,1,0,22.7,1,399,11,4,0,55.3,0,1,2,1.3,50.0,1,25.0,0,154,2,1
Kasen Kinchen,131900,CB,NEVADA,9,0,0,239,67.3,0,1,4,1.9,25.0,1,1,12.5,0,206,4,1,0,59.8,0,0,1,1.7,0.0,0,0.0,0,60,1,0
Anthony Ward,131919,LB,WASHINGTON,3,0,0,340,56.8,0,0,3,20.0,0.0,0,0,0.0,0,15,3,0,0,59.2,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Justin Anderson,131922,S,AKRON,7,0,0,102,55.5,0,0,4,2.7,0.0,0,1,0.0,0,146,4,0,0,59.1,0,0,1,2.9,0.0,0,0.0,0,35,1,0
Ayden Hector,131933,S,COLO STATE,7,0,0,144,63.4,0,0,3,4.8,0.0,0,0,0.0,0,105,5,0,0,56.5,0,0,2,10.0,0.0,0,0.0,0,30,3,0
Jackson Lataimua,131939,S,N TEXAS,6,1,0,251,66.0,0,0,6,12.0,0.0,0,0,0.0,0,50,6,0,0,,0,0,0,0.0,,0,,0,8,0,0
Gabriel Lopez,131942,DI,NEW MEXICO,11,2,0,241,62.2,2,9,261,96.5,4.6,12,1,2.9,2,285,275,13,1,59.6,0,3,87,98.9,4.6,4,1.7,0,94,93,3
Tristan Souza,131957,DI,BUFFALO,8,0,0,126,54.9,0,0,22,100.0,0.0,0,0,0.0,0,25,25,0,0,57.0,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Jarvarius Sims,132298,CB,W MICHIGAN,14,0,1,347,64.7,1,2,18,5.2,5.6,1,7,19.4,2,383,20,5,0,67.2,1,1,4,3.2,0.0,0,50.0,1,155,5,3
David Godsey Jr.,133044,CB,LA MONROE,12,0,0,209,59.7,0,1,1,0.3,100.0,1,0,50.0,0,395,1,1,0,,0,0,0,0.0,,0,,0,96,0,0
Brenden Jordan,133060,S,TEXAS TECH,14,0,0,315,60.0,0,0,1,0.2,0.0,0,3,0.0,0,501,1,0,0,,0,0,0,0.0,,0,,0,156,0,0
Dylan Howell,133066,ED,LA MONROE,9,0,0,209,77.5,5,8,109,95.9,13.8,15,0,9.6,4,122,117,17,0,61.5,1,1,25,90.3,12.0,3,4.0,0,31,28,2
Anas Luqman,133626,ED,OHIO,13,3,0,259,64.6,6,17,306,95.8,9.5,29,6,5.4,5,334,320,28,2,61.4,3,9,99,94.4,12.1,12,10.1,4,108,102,16
Dontay Corleone,133825,DI,CINCINNATI,10,0,0,138,59.5,1,7,159,99.4,5.0,8,2,2.5,0,168,167,8,0,61.3,1,3,19,95.2,10.5,2,10.5,0,21,20,4
Ray Coney,133963,LB,TULSA,12,1,0,320,74.9,5,16,68,17.5,17.6,12,2,18.4,2,388,68,23,0,81.2,2,7,26,19.8,30.8,8,17.3,0,131,26,9
Jaydan Mayes,133971,CB,ARMY,13,0,1,114,60.9,0,2,8,2.4,12.5,1,2,12.5,0,330,8,2,0,70.0,0,0,2,2.3,50.0,1,0.0,0,87,2,0
Tyler Rich,134328,DI,TULSA,9,0,0,320,53.0,0,1,21,100.0,0.0,0,0,2.4,0,23,23,1,0,57.9,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Jy Gilmore,138115,S,GA TECH,9,0,1,176,77.5,0,7,17,7.2,17.6,3,2,20.6,0,236,17,7,0,73.3,0,2,7,7.9,28.6,2,14.3,0,89,7,2
Daniel Rickert,138135,ED,VIRGINIA,14,1,0,335,77.1,13,23,253,84.1,12.6,32,0,9.5,6,308,259,42,0,80.6,11,12,137,89.2,16.8,23,12.0,5,158,141,28
Quinn Urwiler,138258,LB,N ILLINOIS,12,0,0,254,80.3,2,11,45,13.8,13.3,6,0,21.1,3,354,49,16,0,80.9,1,7,22,19.2,22.7,5,22.7,1,130,25,9
Cannon Butler,138273,ED,IOWA STATE,4,0,0,193,68.0,0,1,13,100.0,23.1,3,0,3.8,0,14,14,1,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jacob Ferguson,138274,ED,GA SOUTHRN,13,1,0,174,62.2,4,12,151,69.9,8.6,13,0,5.3,0,236,165,16,0,60.2,2,5,38,91.3,15.8,6,9.2,0,46,42,7
Isaiah Green,138276,DI,MEMPHIS,12,0,0,218,59.3,0,4,66,100.0,3.0,2,0,3.0,0,71,71,4,0,61.2,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Max Baloun,138294,DI,WASH STATE,4,0,0,341,57.1,0,5,48,100.0,4.2,2,0,7.3,1,49,49,6,0,61.2,0,2,17,100.0,11.8,2,5.9,0,17,17,2
Caleb Francl,138302,S,WASH STATE,13,1,0,341,75.2,5,8,54,15.8,16.7,9,0,15.7,2,366,58,15,0,62.6,0,2,13,10.2,23.1,3,15.4,1,137,14,3
Cale Reeder,138314,S,WASH STATE,9,0,0,341,59.2,0,0,1,0.5,0.0,0,1,0.0,0,191,1,0,0,59.2,0,0,1,1.0,0.0,0,0.0,0,103,1,0
Deamontae Diggs,138335,ED,FLORIDA ST,3,0,0,167,63.9,0,0,17,95.0,5.9,1,0,11.8,2,20,19,2,0,65.5,0,0,7,100.0,14.3,1,14.3,1,8,8,1
Jaidyn Denis,138406,CB,MEMPHIS,10,0,0,218,65.8,0,0,0,1.2,,0,3,,0,256,3,0,0,,0,0,0,0.0,,0,,0,57,0,0
Dylan Tucker,138424,CB,UTAH ST,10,0,0,329,56.1,0,0,6,1.8,16.7,1,2,0.0,0,335,6,0,0,53.0,0,0,2,2.3,0.0,0,0.0,0,88,2,0
Mikail Kamara,138455,ED,INDIANA,16,1,0,190,75.5,8,49,330,82.9,16.7,55,3,9.2,2,410,340,59,0,70.7,5,28,126,78.9,22.2,28,13.9,1,166,131,34
